1,net.sourceforge.ganttproject.chart.RegularFrameOffsetBuilder.java:37,0
1,net.sourceforge.ganttproject.ResourceTreeTable.java:685,0
1,net.sourceforge.ganttproject.chart.RenderedResourceChartImage.java:12,0
1,net.sourceforge.ganttproject.GanttProjectBase.java:219,0
1,net.sourceforge.ganttproject.gui.GeneralDialog.java:83,0
1,net.sourceforge.ganttproject.UIFacadeImpl.java:67,0
1,net.sourceforge.ganttproject.gui.options.CSVSettingsPanel.java:251,0
1,net.sourceforge.ganttproject.CustomPropertyManager.java:11,0
1,net.sourceforge.ganttproject.task.TaskActivityImpl.java:27,0
1,net.sourceforge.ganttproject.action.ImportResources.java:53,0
1,net.sourceforge.ganttproject.parser.VacationTagHandler.java:24,0
1,net.sourceforge.ganttproject.GPTreeTableBase.java:131,0
1,net.sourceforge.ganttproject.PrjInfos.java:31,0
1,net.sourceforge.ganttproject.resource.LoadDistribution.java:100,0
1,net.sourceforge.ganttproject.action.ResourceActionSet.java:18,0
1,net.sourceforge.ganttproject.parser.AllocationTagHandler.java:41,0
1,net.sourceforge.ganttproject.gui.options.SpringUtilities.java:119,0
1,net.sourceforge.ganttproject.parser.IconPositionTagHandler.java:23,0
1,net.sourceforge.ganttproject.gui.GanttTaskPropertiesBean.java:313,0
1,net.sourceforge.ganttproject.gui.GanttURLChooser.java:63,0
2,net.sourceforge.ganttproject.chart.RegularFrameOffsetBuilder.java:37,0
2,net.sourceforge.ganttproject.GanttTreeTable.java:963,0
2,net.sourceforge.ganttproject.parser.HolidayTagHandler.java:35,0
2,net.sourceforge.ganttproject.parser.ResourceTagHandler.java:62,0
2,net.sourceforge.ganttproject.GPTreeTableBase.java:39,0
2,net.sourceforge.ganttproject.chart.ResourceLoadRenderer.java:172,0
2,net.sourceforge.ganttproject.gui.GanttURLChooser.java:63,0
2,net.sourceforge.ganttproject.parser.DependencyTagHandler.java:177,0
2,net.sourceforge.ganttproject.GanttOptions.java:716,0
2,net.sourceforge.ganttproject.GanttTree2.java:1793,0
2,net.sourceforge.ganttproject.gui.options.SpringUtilities.java:44,0
2,net.sourceforge.ganttproject.shape.ShapePaint.java:48,0
2,net.sourceforge.ganttproject.chart.ChartGridImpl.java:165,0
2,net.sourceforge.ganttproject.PreferenceServiceImpl.java:47,0
2,net.sourceforge.ganttproject.importer.Importer.java:16,0
2,net.sourceforge.ganttproject.resource.HumanResourceManager.java:267,0
2,net.sourceforge.ganttproject.PreferenceServiceImpl.java:64,0
2,net.sourceforge.ganttproject.task.TaskActivityImpl.java:27,0
2,net.sourceforge.ganttproject.gui.GanttTaskPropertiesBean.java:298,0
2,net.sourceforge.ganttproject.parser.CustomPropertiesTagHandler.java:52,0
3,net.sourceforge.ganttproject.chart.RegularFrameOffsetBuilder.java:37,1
3,net.sourceforge.ganttproject.GanttTaskRelationship.java:63,0
3,net.sourceforge.ganttproject.task.algorithm.CriticalPathAlgorithmImpl.java:70,1
3,net.sourceforge.ganttproject.parser.TaskDisplayColumnsTagHandler.java:32,0
3,net.sourceforge.ganttproject.gui.options.CSVSettingsPanel.java:251,1
3,net.sourceforge.ganttproject.parser.IconPositionTagHandler.java:23,0
3,net.sourceforge.ganttproject.task.TaskActivityImpl.java:27,0
3,net.sourceforge.ganttproject.shape.PaintCellRenderer.java:47,0
3,net.sourceforge.ganttproject.chart.RenderedResourceChartImage.java:12,0
3,net.sourceforge.ganttproject.parser.VacationTagHandler.java:24,0
3,net.sourceforge.ganttproject.chart.GraphicPrimitiveContainer.java:125,0
3,net.sourceforge.ganttproject.gui.taskproperties.TaskAllocationsPanel.java:177,0
3,net.sourceforge.ganttproject.print.PrintPreview.java:139,0
3,net.sourceforge.ganttproject.document.ProxyDocument.java:397,0
3,net.sourceforge.ganttproject.PreferenceServiceImpl.java:70,0
3,net.sourceforge.ganttproject.task.algorithm.AlgorithmCollection.java:21,0
3,net.sourceforge.ganttproject.chart.SkewedFrameOffsetBuilder.java:32,1
3,net.sourceforge.ganttproject.importer.ImporterFromGanttFile.java:56,0
