1,fat.DocumentParseFixture.Output(),0
1,fat.DocumentParseFixture.Structure(),0
1,fat.DocumentParseFixture.GenerateOutput(Parse),0
1,fat.DocumentParseFixture.dumpTables(Parse),0
1,fat.DocumentParseFixture.dumpRows(Parse),0
1,fat.DocumentParseFixture.dumpCells(Parse),0
1,fat.ReferenceFixture.Result(),0
1,com.jasml.compiler.GrammerException.GrammerException(int#String),0
1,com.jasml.compiler.GrammerException.GrammerException(int#int#int#String),0
1,com.jasml.compiler.GrammerException.GrammerException(String#Exception),0
1,com.jasml.compiler.GrammerException.GrammerException(int#int#String),0
1,com.jasml.compiler.SourceCodeParser.parseMethod(),0
1,com.jasml.compiler.SourceCodeParser.parseMethodAttributes(Method#ArrayList#SourceCodeParser.LabeledInstructions#Attribute_Code#ArrayList),0
1,com.jasml.compiler.SourceCodeParser.parseMethodInstructions(Method),1
1,com.jasml.decompiler.SourceCodeBuilder.toString(Attribute_Code#HashSet),1
1,org.jfin.date.holiday.defaultimpl.WeekendHolidayCalendar.isWeekend(Calendar),0
1,org.jfin.date.holiday.defaultimpl.WeekendHolidayCalendar.isHoliday(Calendar),0
1,org.jfin.date.holiday.defaultimpl.HolidayCalendarFactoryImpl.getHolidayCalendar(String),0
1,org.jfin.date.holiday.defaultimpl.HolidayCalendarFactoryImpl.getHolidayCalendar(String#Class),0
1,org.jfin.date.holiday.defaultimpl.HolidayCalendarFactoryImpl.getAvailableLocales(),0
1,org.jfin.date.web.example.PlainSwap.getCurrency(),0
1,org.jfin.date.ScheduleGenerator.generateSchedule(Calendar#Calendar#int#int#StubType#Period#int),1
1,org.cyberneko.html.parsers.DOMParser.DOMParser(),0
1,org.cyberneko.html.parsers.DOMParser.doctypeDecl(String#String#String#Augmentations),0
1,org.cyberneko.html.parsers.DOMParser.getParserSubVersion(),0
1,org.cyberneko.html.parsers.DOMFragmentParser.DOMFragmentParser(),0
1,org.cyberneko.html.parsers.DOMFragmentParser.parse(String#DocumentFragment),0
1,org.cyberneko.html.parsers.DOMFragmentParser.parse(InputSource#DocumentFragment),0
1,org.cyberneko.html.HTMLTagBalancer.startElement(QName#XMLAttributes#Augmentations),1
1,org.cyberneko.html.ObjectFactory.createObject(String#String#String),1
1,org.cyberneko.html.HTMLConfiguration.setInputSource(XMLInputSource),0
1,gnu.trove.benchmark.MemoryUsage.sizeOf(MemoryUsage.Creator),0
1,gnu.trove.benchmark.MemoryUsage.getUsedMemory(),0
1,gnu.trove.benchmark.MemoryUsage.gc(),0
1,gnu.trove.benchmark.MemoryUsage.main(String[]),0
1,gnu.trove.benchmark.MemoryUsage.MemoryComparator.MemoryComparator(MemoryUsage.Creator#MemoryUsage.Creator#String),0
1,gnu.trove.TLinkedList.IteratorImpl.IteratorImpl(int),0
1,com.opensymphony.oscache.plugins.clustersupport.JMSBroadcastingListener.initialize(Cache#Config),0
1,com.opensymphony.oscache.plugins.clustersupport.JMSBroadcastingListener.finialize(),0
1,com.opensymphony.oscache.plugins.clustersupport.JMSBroadcastingListener.sendNotification(ClusterNotification),0
1,com.opensymphony.oscache.plugins.clustersupport.JMSBroadcastingListener.getInitialContext(),0
1,com.opensymphony.oscache.plugins.clustersupport.com.opensymphony.oscache.plugins.clustersupport.JMSBroadcastingListener$1.onMessage(Message),0
1,com.opensymphony.oscache.base.algorithm.AbstractConcurrentReadCache.put(Object#Object#boolean),1
1,com.opensymphony.oscache.base.algorithm.AbstractConcurrentReadCache.remove(Object#boolean#boolean),1
1,org.quilt.reg.Registry.Registry(),0
1,org.quilt.reg.Registry.clear(),0
1,org.quilt.reg.Registry.comparator(),0
1,org.quilt.reg.Registry.containsKey(String[]),0
1,org.quilt.reg.Registry.get(String[]),0
1,org.quilt.cl.GraphTransformer.makeGraph(ClassGen#MethodGen),1
1,org.quilt.cover.stmt.GraphAction.LampLighter.discoverEdge(Edge),1
1,net.sourceforge.squirrel_sql.plugins.graph.xmlbeans.GraphXmlSerializer.GraphXmlSerializer(GraphPlugin#ISession#GraphMainPanelTab#String),0
1,net.sourceforge.squirrel_sql.plugins.graph.xmlbeans.GraphXmlSerializer.write(GraphControllerXmlBean),0
1,net.sourceforge.squirrel_sql.plugins.graph.xmlbeans.GraphXmlSerializer.read(),0
1,net.sourceforge.squirrel_sql.plugins.graph.xmlbeans.GraphXmlSerializer.getFileName(String#String#String),0
1,net.sourceforge.squirrel_sql.plugins.graph.ConstraintData.replaceCopiedColsByReferences(ColumnInfo[]#boolean),0
1,jparse.expr.BooleanLiteralAST.BooleanLiteralAST(Token),0
1,jparse.expr.BooleanLiteralAST.computeType(),0
1,jparse.expr.BooleanLiteralAST.computeExceptions(),0
1,jparse.expr.BooleanLiteralAST.computeValue(),0
1,jparse.expr.BooleanLiteralAST.getVarList(),0
1,jparse.JavaParser.compilationUnit(),1
1,jparse.JavaParser.field(),1
1,net.sf.jmoney.io.MT940.MT940(MainFrame#AccountChooser),0
1,net.sf.jmoney.io.MT940.importFile(Session#File),0
1,net.sf.jmoney.gui.AccountEntriesPanel.EntryCellRenderer.getListCellRendererComponent(JList#Object#int#boolean#boolean),0
1,org.javacc.utils.JavaFileGenerator.JavaFileGenerator(String#Map),0
1,org.javacc.utils.JavaFileGenerator.generate(PrintWriter),0
1,org.javacc.utils.JavaFileGenerator.peekLine(BufferedReader),0
1,org.javacc.utils.JavaFileGenerator.getLine(BufferedReader),0
1,org.javacc.utils.JavaFileGenerator.evaluate(String),0
1,org.javacc.jjdoc.JJDoc.emitTokenProductions(Generator#List),0
1,net.sourceforge.jsxe.gui.OptionsDialog.OptionsDialog(Frame#String#String#String),0
1,net.sourceforge.jsxe.gui.OptionsDialog.OptionsDialog(Dialog#String#String#String),0
1,net.sourceforge.jsxe.gui.OptionsDialog.addOptionGroup(OptionGroup),0
1,net.sourceforge.jsxe.gui.OptionsDialog.addOptionPane(OptionPane),0
1,net.sourceforge.jsxe.gui.OptionsDialog.ok(),0
1,net.sourceforge.jsxe.dom.DOMSerializer.rSerializeNode(Writer#Node#String#String#int#int#int),1
1,org.junit.internal.builders.JUnit3Builder.runnerForClass(Class),0
1,org.junit.internal.builders.IgnoredBuilder.runnerForClass(Class),0
1,org.displaytag.decorator.CheckboxTableDecorator.setId(String),0
1,org.displaytag.decorator.CheckboxTableDecorator.setFieldName(String),0
1,org.displaytag.decorator.CheckboxTableDecorator.init(PageContext#Object#TableModel),0
1,org.displaytag.decorator.CheckboxTableDecorator.finish(),0
1,org.displaytag.util.HtmlTagUtil.abbreviateHtmlString(String#int#boolean),1
1,com.adventnet.jmx.ObjectInputStreamSupport.ObjectInputStreamSupport(InputStream#ClassLoader),0
1,com.adventnet.jmx.ObjectInputStreamSupport.resolveClass(ObjectStreamClass),0
1,com.adventnet.jmx.DefaultDynamicMBean.getStandardMBeanObject(),0
1,com.adventnet.jmx.DefaultDynamicMBean.makeMBeanInfo(),0
1,com.adventnet.jmx.DefaultDynamicMBean.invoke(String#Object[]#String[]),1
1,com.adventnet.jmx.MBeanServerImpl.createMBean(String#ObjectName#Object[]#String[]),1
1,org.quickserver.util.io.ByteBufferOutputStream.setDebug(boolean),0
1,org.quickserver.util.io.ByteBufferOutputStream.isLoggable(Level),0
