2,org.apache.xerces.impl.xpath.regex.ParserForXMLSchema.java:344,0
2,org.apache.xerces.xpointer.ElementSchemePointer.java:749,0
2,org.apache.xerces.impl.xpath.XPath.java:1030,0
2,org.apache.xerces.impl.xpath.regex.RegexParser.java:749,1
2,org.apache.xerces.impl.xpath.XPath.java:1358,1
2,org.apache.xerces.impl.xpath.regex.RegularExpression.java:509,1
2,org.apache.xml.serialize.BaseMarkupSerializer.java:1002,1
2,org.apache.xerces.impl.xs.XSConstraints.java:755,1
2,org.apache.xerces.impl.xpath.regex.RegexParser.java:771,1
2,org.apache.xerces.impl.xpath.regex.Token.java:1298,0
2,org.apache.xml.serialize.TextSerializer.java:311,0
2,org.apache.xerces.impl.XMLEntityManager.java:2352,0
2,org.apache.xerces.util.DOMUtil.java:81,0
2,org.apache.xerces.dom.DOMImplementationSourceImpl.java:108,0
2,org.apache.xerces.impl.xpath.regex.RegexParser.java:894,0
7,org.apache.xerces.impl.xs.XSConstraints.java:755,1
7,org.apache.xerces.impl.xpath.regex.RegexParser.java:894,1
7,org.apache.xerces.impl.XMLEntityManager.java:2352,0
7,org.apache.xerces.impl.xpath.regex.ParserForXMLSchema.java:344,0
7,org.apache.xml.serialize.BaseMarkupSerializer.java:1002,1
7,org.apache.xerces.impl.xpath.regex.RegularExpression.java:509,1
7,org.apache.xerces.impl.xpath.XPath.java:1358,0
7,org.apache.xerces.util.DOMUtil.java:81,1
7,org.apache.xerces.impl.xpath.XPath.java:1030,1
7,org.apache.xerces.xpointer.ElementSchemePointer.java:749,1
7,org.apache.xerces.impl.xpath.regex.RegexParser.java:749,1
7,org.apache.xerces.impl.xpath.regex.Token.java:1298,1
7,org.apache.xml.serialize.TextSerializer.java:311,1
7,org.apache.xerces.dom.DOMImplementationSourceImpl.java:108,1
7,org.apache.xerces.impl.xpath.regex.RegexParser.java:771,1
25,org.apache.xml.serialize.BaseMarkupSerializer.java:1002,1
25,org.apache.xerces.impl.xpath.XPath.java:1358,1
25,org.apache.xerces.impl.XMLEntityManager.java:2352,0
25,org.apache.xerces.impl.xpath.regex.Token.java:1298,0
25,org.apache.xerces.impl.xpath.regex.RegexParser.java:749,0
25,org.apache.xerces.util.DOMUtil.java:81,0
25,org.apache.xerces.impl.xpath.XPath.java:1030,0
25,org.apache.xerces.impl.xs.XSConstraints.java:755,1
25,org.apache.xerces.xpointer.ElementSchemePointer.java:749,1
25,org.apache.xml.serialize.TextSerializer.java:311,1
25,org.apache.xerces.dom.DOMImplementationSourceImpl.java:108,0
25,org.apache.xerces.impl.xpath.regex.RegexParser.java:771,0
25,org.apache.xerces.impl.xpath.regex.RegexParser.java:894,0
25,org.apache.xerces.impl.xpath.regex.ParserForXMLSchema.java:344,0
25,org.apache.xerces.impl.xpath.regex.RegularExpression.java:509,0
28,org.apache.xerces.xpointer.ElementSchemePointer.java:749,1
28,org.apache.xerces.impl.xpath.XPath.java:1030,0
28,org.apache.xerces.impl.xpath.regex.RegexParser.java:749,1
28,org.apache.xerces.impl.xs.XSConstraints.java:755,1
28,org.apache.xerces.impl.xpath.regex.RegexParser.java:771,1
28,org.apache.xml.serialize.BaseMarkupSerializer.java:1002,1
28,org.apache.xerces.impl.xpath.XPath.java:1358,1
28,org.apache.xerces.impl.xpath.regex.RegularExpression.java:509,1
28,org.apache.xerces.impl.xpath.regex.ParserForXMLSchema.java:344,0
28,org.apache.xerces.impl.xpath.regex.RegexParser.java:894,1
28,org.apache.xerces.dom.DOMImplementationSourceImpl.java:108,1
28,org.apache.xml.serialize.TextSerializer.java:311,1
28,org.apache.xerces.util.DOMUtil.java:81,0
28,org.apache.xerces.impl.xpath.regex.Token.java:1298,0
28,org.apache.xerces.impl.XMLEntityManager.java:2352,0
31,org.apache.xerces.dom.DOMImplementationSourceImpl.java:108,1
31,org.apache.xerces.impl.xpath.regex.Token.java:1298,1
