DCl,2,net.sourceforge.ganttproject.time.gregorian.GPTimeUnitStack.java:19,0
DCl,2,net.sourceforge.ganttproject.resource.ResourceEvent.java:12,1
DCl,2,net.sourceforge.ganttproject.action.project.ProjectMenu.java:12,1
DCl,2,net.sourceforge.ganttproject.chart.SkewedFrameOffsetBuilder.java:23,0
DCl,2,net.sourceforge.ganttproject.GanttExportSettings.java:6,1
DCl,2,net.sourceforge.ganttproject.gui.GanttURLChooser.java:41,0
DCl,2,net.sourceforge.ganttproject.io.CSVOptions.java:22,0
DCl,2,net.sourceforge.ganttproject.gui.UIConfiguration.java:25,1
DCl,2,net.sourceforge.ganttproject.PrjInfos.java:9,1
DCl,2,net.sourceforge.ganttproject.time.TimeUnitPair.java:9,1
DCl,2,net.sourceforge.ganttproject.resource.LoadDistribution.java:25,1
DCl,2,net.sourceforge.ganttproject.task.CustomColumEvent.java:3,1
DCl,2,net.sourceforge.ganttproject.chart.RegularFrameOffsetBuilder.java:23,0
DCl,2,net.sourceforge.ganttproject.gui.GanttDialogInfo.java:38,0
DCl,2,net.sourceforge.ganttproject.chart.ChartRendererBase.java:7,1
DCl,17,net.sourceforge.ganttproject.gui.GanttDialogInfo.java:38,0
DCl,17,net.sourceforge.ganttproject.chart.ChartRendererBase.java:7,1
DCl,17,net.sourceforge.ganttproject.gui.UIConfiguration.java:25,0
DCl,17,net.sourceforge.ganttproject.resource.LoadDistribution.java:25,0
DCl,17,net.sourceforge.ganttproject.chart.RegularFrameOffsetBuilder.java:23,0
DCl,17,net.sourceforge.ganttproject.task.CustomColumEvent.java:3,1
DCl,17,net.sourceforge.ganttproject.PrjInfos.java:9,1
DCl,17,net.sourceforge.ganttproject.gui.GanttURLChooser.java:41,0
DCl,17,net.sourceforge.ganttproject.chart.SkewedFrameOffsetBuilder.java:23,1
DCl,17,net.sourceforge.ganttproject.resource.ResourceEvent.java:12,1
DCl,17,net.sourceforge.ganttproject.action.project.ProjectMenu.java:12,1
DCl,17,net.sourceforge.ganttproject.GanttExportSettings.java:6,1
DCl,17,net.sourceforge.ganttproject.io.CSVOptions.java:22,1
DCl,17,net.sourceforge.ganttproject.time.TimeUnitPair.java:9,0
DCl,17,net.sourceforge.ganttproject.time.gregorian.GPTimeUnitStack.java:19,1
DCl,19,net.sourceforge.ganttproject.gui.GanttDialogInfo.java:38,0
DCl,19,net.sourceforge.ganttproject.resource.ResourceEvent.java:12,1
DCl,19,net.sourceforge.ganttproject.task.CustomColumEvent.java:3,1
