1;android.support.v4.app.FragmentActivity;1
1;v4.java.android.support.v4.app.Fragment;1
1;v4.java.android.support.v4.app.FragmentManagerImpl;1
1;v4.java.android.support.v4.view.ViewPager;1
1;android.support.v13.view.ViewPager;1
1;appcompat.eclair.android.support.appcompat.view.menu.MenuBuilder;0
1;appcompat.eclair.android.support.appcompat.widget.ListPopupWindow;0
1;appcompat.eclair.android.support.appcompat.widget.ActionBarView;0
1;renderscript.v8.java.src.android.support.v8.renderscript.Allocation;0
1;v7.gridlayout.src.android.support.v7.widget.GridLayout;0
1;android.support.v4.app.BackStackRecord;0
1;android.support.v4.view.PagerTitleStrip;0
1;android.support.v4.app.FragmentManagerImpl;0
