1,net.sourceforge.ganttproject.chart.GraphicPrimitiveContainer,False
1,net.sourceforge.ganttproject.chart.TaskRendererImpl,True
1,net.sourceforge.ganttproject.TaskContainmentHierarchyFacadeImpl,False
1,net.sourceforge.ganttproject.chart.ChartHeaderImpl,False
1,net.sourceforge.ganttproject.GanttResourcePanel,True
1,net.sourceforge.ganttproject.ResourceChartTabContentPanel,False
1,net.sourceforge.ganttproject.GanttProject.ExportFileInfo,False
1,net.sourceforge.ganttproject.ResourceTreeTableModel,False
1,net.sourceforge.ganttproject.chart.ChartViewState,False
1,net.sourceforge.ganttproject.ResourceLoadGraphicArea,False
1,net.sourceforge.ganttproject.chart.ChartUIConfiguration,False
1,net.sourceforge.ganttproject.chart.ChartModelResource,False
1,net.sourceforge.ganttproject.action.ResourceActionSet,False
1,net.sourceforge.ganttproject.chart.ResourceLoadRenderer,True
1,net.sourceforge.ganttproject.GanttTreeTable,True
1,net.sourceforge.ganttproject.GanttGraphicArea.ChartOptionsPreviewPanel.Taskar,False
1,net.sourceforge.ganttproject.gui.options.CSVSettingsPanel,True
1,net.sourceforge.ganttproject.task.TaskImpl,True
1,net.sourceforge.ganttproject.resource.HumanResourceManager,False
2,net.sourceforge.ganttproject.chart.GraphicPrimitiveContainer,True
2,net.sourceforge.ganttproject.chart.TaskRendererImpl,True
2,net.sourceforge.ganttproject.GanttProject,True
2,net.sourceforge.ganttproject.TaskContainmentHierarchyFacadeImpl,False
2,net.sourceforge.ganttproject.GanttOptions,True
2,net.sourceforge.ganttproject.ResourceTreeTable,False
2,net.sourceforge.ganttproject.GanttProject.ExportFileInfo,False
2,net.sourceforge.ganttproject.GanttChartTabContentPanel,False
2,net.sourceforge.ganttproject.ResourceTreeTableModel,False
2,net.sourceforge.ganttproject.GanttTreeTableModel,False
2,net.sourceforge.ganttproject.action.GPAction,False
2,net.sourceforge.ganttproject.chart.ChartModelResource,False
2,net.sourceforge.ganttproject.ChartComponentBase,False
2,net.sourceforge.ganttproject.GanttCalendar,False
2,net.sourceforge.ganttproject.action.ResourceActionSet,False
2,net.sourceforge.ganttproject.GanttPreviousStateTask,False
2,net.sourceforge.ganttproject.GanttProjectBase.GPViewImpl,False
2,net.sourceforge.ganttproject.GanttTreeTable,False
2,net.sourceforge.ganttproject.GPTreeTableBase,False
2,net.sourceforge.ganttproject.task.TaskImpl,True
3,net.sourceforge.ganttproject.chart.TaskRendererImpl,False
3,net.sourceforge.ganttproject.GanttOptions,True
3,net.sourceforge.ganttproject.GanttTree2,True
3,net.sourceforge.ganttproject.ResourceTreeTable,False
3,net.sourceforge.ganttproject.GanttProject.ExportFileInfo,False
3,net.sourceforge.ganttproject.ResourceTreeTableModel,False
3,net.sourceforge.ganttproject.chart.DependencyInteractionRenderer,False
3,net.sourceforge.ganttproject.GanttTreeTableModel,False
3,net.sourceforge.ganttproject.chart.ChartUIConfiguration,False
3,net.sourceforge.ganttproject.GanttTaskRelationship,False
3,net.sourceforge.ganttproject.action.resource.ResourcePropertiesAction,False
3,net.sourceforge.ganttproject.action.ResourceActionSet,False
3,net.sourceforge.ganttproject.GanttProjectBase.ViewManagerImpl,False
3,net.sourceforge.ganttproject.GanttTreeTable,False
3,net.sourceforge.ganttproject.GanttGraphicArea,False
3,net.sourceforge.ganttproject.GPTreeTableBase,False
3,net.sourceforge.ganttproject.calendar.GanttDaysOff,False
3,net.sourceforge.ganttproject.gui.options.LnFSettingsPanel,False
3,net.sourceforge.ganttproject.task.TaskManagerImpl,True
3,net.sourceforge.ganttproject.resource.HumanResourceManager,True
4,net.sourceforge.ganttproject.chart.GraphicPrimitiveContainer,True
4,net.sourceforge.ganttproject.TaskContainmentHierarchyFacadeImpl,False
4,net.sourceforge.ganttproject.GanttResourcePanel,False
4,net.sourceforge.ganttproject.GanttTree2,True
4,net.sourceforge.ganttproject.chart.SimpleRenderedImage,False
4,net.sourceforge.ganttproject.ResourceTreeTable,True
4,net.sourceforge.ganttproject.chart.BottomUnitLineRendererImpl,False
4,net.sourceforge.ganttproject.ResourceTreeTableModel,False
4,net.sourceforge.ganttproject.calendar.WeekendCalendarImpl,False
4,net.sourceforge.ganttproject.GanttTreeTableModel,False
4,net.sourceforge.ganttproject.ChartComponentBase,False
4,net.sourceforge.ganttproject.action.resource.ResourcePropertiesAction,False
4,net.sourceforge.ganttproject.action.ResourceActionSet,False
4,net.sourceforge.ganttproject.chart.CachingOffsetCalculatorImpl,False
4,net.sourceforge.ganttproject.GanttProjectBase.GPViewImpl,False
4,net.sourceforge.ganttproject.GanttTreeTable,True
4,net.sourceforge.ganttproject.ChartComponentBase.AbstractChartImplementation,False
4,net.sourceforge.ganttproject.gui.options.LnFSettingsPanel,True
4,net.sourceforge.ganttproject.gui.GanttTaskPropertiesBean,True
4,net.sourceforge.ganttproject.resource.HumanResourceManager,False
5,net.sourceforge.ganttproject.chart.TaskRendererImpl,True
5,net.sourceforge.ganttproject.GanttProject,True
5,net.sourceforge.ganttproject.TaskContainmentHierarchyFacadeImpl,False
5,net.sourceforge.ganttproject.GanttResourcePanel,True
5,net.sourceforge.ganttproject.chart.SimpleRenderedImage,False
5,net.sourceforge.ganttproject.ResourceChartTabContentPanel,False
5,net.sourceforge.ganttproject.GanttProject.ExportFileInfo,False
5,net.sourceforge.ganttproject.GanttChartTabContentPanel,False
5,net.sourceforge.ganttproject.ResourceTreeTableModel,False
5,net.sourceforge.ganttproject.chart.DependencyInteractionRenderer,False
5,net.sourceforge.ganttproject.chart.ChartViewState,False
5,net.sourceforge.ganttproject.ResourceLoadGraphicArea,True
5,net.sourceforge.ganttproject.calendar.WeekendCalendarImpl,True
5,net.sourceforge.ganttproject.action.resource.ResourcePropertiesAction,False
5,net.sourceforge.ganttproject.GPTreeTableBase,False
5,net.sourceforge.ganttproject.chart.ChartModelBase,True
5,net.sourceforge.ganttproject.gui.options.CSVSettingsPanel,True
5,net.sourceforge.ganttproject.gui.options.LnFSettingsPanel,True
5,net.sourceforge.ganttproject.task.TaskManagerImpl,True
6,net.sourceforge.ganttproject.chart.TaskRendererImpl,False
6,net.sourceforge.ganttproject.TaskContainmentHierarchyFacadeImpl,True
6,net.sourceforge.ganttproject.chart.ChartModelImpl,True
6,net.sourceforge.ganttproject.chart.BottomUnitLineRendererImpl,False
6,net.sourceforge.ganttproject.GanttProject.ExportFileInfo,True
6,net.sourceforge.ganttproject.chart.DependencyInteractionRenderer,False
6,net.sourceforge.ganttproject.chart.ChartViewState,True
6,net.sourceforge.ganttproject.calendar.WeekendCalendarImpl,True
6,net.sourceforge.ganttproject.GanttTreeTableModel,True
6,net.sourceforge.ganttproject.action.GPAction,True
6,net.sourceforge.ganttproject.GanttTaskRelationship,False
6,net.sourceforge.ganttproject.ChartComponentBase,True
6,net.sourceforge.ganttproject.GanttCalendar,True
6,net.sourceforge.ganttproject.action.resource.ResourcePropertiesAction,False
6,net.sourceforge.ganttproject.chart.GraphicPrimitiveContainer.Text,True
6,net.sourceforge.ganttproject.gui.options.LnFSettingsPanel,True
