1;android.database.sqlite.SQLiteCursor:474;1
1;android.database.sqlite.SQLiteCompiledSql:103;1
1;com.android.server.InputMethodManagerService:2582;1
1;android.widget.AdapterViewAnimator:426;1
1;android.webkit.WebView:1199;1
1;android.widget.InsertionPointCursorController:0;1
1;com.android.film.FilmRS:0;1
1;android.widget.SelectionModifierCursorController:01;1
1;android.webkit.FrameLoader:102;1
1;com.android.providers.settings.DatabaseHelper:1204;1
1;com.android.providers.settings.DatabaseHelper:142;1
1;com.android.server.InputMethodManagerService:1566;1
1;com.android.server.WifiService:01;1
1;android.net.wifi.WifiStateTracker:99;1
1;com.android.server.PowerManagerService:1799;1
1;com.android.internal.telephony.cdma.RuimRecords:183;1
1;android.webkit.ScaleDetectorListener:0;1
1;com.android.server.PowerManagerService:0;0
1;com.android.server.InputMethodManagerService:0;0
1;android.webkit.WebView:0;0
1;com.android.server.InputMethodManagerService:1425;0
1;com.android.server.PackageManagerService:0;0
1;android.widget.SelectionModifierCursorController:00;0
1;com.android.server.PowerManagerService:2774;0
1;android.graphics.BitmapFactory:558;0
1;com.android.server.WifiService:00;0
