1;org.xml.sax.helpers.ParserAdapter;1
1;org.apache.xerces.util.XMLAttributesImpl;1
1;org.apache.xerces.impl.xs.XSComplexTypeDecl;1
1;org.apache.xerces.impl.dtd.XMLDTDProcessor;1
1;org.apache.xerces.parsers.XML11DTDConfiguration;1
1;org.apache.xerces.dom.DOMNormalizer;1
1;org.apache.xerces.jaxp.JAXPValidatorComponent;1
1;org.apache.xerces.impl.xs.traversers.XSAttributeChecker;1
1;org.apache.xerces.dom.DOMConfigurationImpl;1
1;org.apache.xerces.impl.xs.traversers.XSDHandler;1
1;org.apache.xerces.impl.XMLScanner;1
1;org.apache.xerces.impl.xs.XMLSchemaLoader;1
1;org.apache.xerces.impl.xpath.regex.RegexParser;1
1;org.apache.xerces.xinclude.XIncludeHandler;1
1;org.apache.xerces.impl.dtd.XMLDTDValidator;1
1;org.apache.xerces.jaxp.datatype.XMLGregorianCalendarImpl;1
1;org.apache.xerces.xpointer.XPointerHandler;1
1;org.apache.xerces.impl.xs.util.ShortListImpl;0
1;org.w3c.dom.html.HTMLDOMImplementation;0
1;javax.xml.transform.TransformerFactory;0
1;org.apache.xerces.xs.ElementPSVI;0
1;org.apache.html.dom.HTMLHeadElementImpl;0
1;org.apache.html.dom.HTMLHeadingElementImpl;0
1;org.apache.html.dom.HTMLIsIndexElementImpl;0
1;org.apache.html.dom.HTMLParagraphElementImpl;0
1;org.apache.html.dom.HTMLQuoteElementImpl;0
1;org.apache.html.dom.HTMLTableCaptionElementImpl;0
1;javax.xml.parsers.SAXParserFactory;0
1;org.apache.xerces.jaxp.validation.AbstractXMLSchema;0
1;org.apache.xerces.dom3.as.DOMASBuilder;0
1;org.w3c.dom.events.MutationEvent;0
1;org.xml.sax.XMLReader;0
1;javax.xml.validation.SchemaFactory;0
1;org.apache.xerces.parsers.XMLGrammarPreparser;0
1;org.apache.xerces.util.DOMInputSource;0
1;org.xml.sax.helpers.LocatorImpl;0
1;org.apache.xerces.impl.xs.opti.SchemaDOM;0
1;javax.xml.xpath.XPathFactoryConfigurationException;0
1;org.apache.xerces.dom.DeferredElementDefinitionImpl;0
